op,'Estilo','Etiqueta Color','Talla',Suma de 'Q Req',Suma de 'Q Prog',Suma de 'Q Mer',Segundas,OP ESTILO COLOR ,Defecto,CALIDAD,Marca,MINUTAJE COSTURA,TEMPORADA,PRENDA,GRUPO TEJIDO,DISEÑO,DENSIDAD ALAV,DENSIDAD DLAV,'Est Pza','Est Bloque','Est Pda',BORDADO,LAVADO TPA,RUTA,'Descripción Lavados Paños Bloq Pzas','Descripción Lavado Teñido en Prenda','Tipo de Prenda Planeamiento','Tipo de Pedido OComercial',Se trabaja en?,LT Manufac,LT Total,TIPO DE COSTURA,Hilo
288737,KHM033666,BQ NOCTURN,XL,212,231,0,12,288737KHM033666BQ NOCTURN,HUECOS DE COSTURA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,210,230,0,0,S,0,P,CORTE / COSTURA / LAVADO ESPECIAL / ACABADO / ESTAM.1 / LAVADOS SIMPLES / COSTURA / CLASIFICADO / ACABADO,,TEÑIDO DIRECTO + CHROMA WASH S/ACABADO - SERV/ LAV,Polo Cuello Redondo,PRODUCCIÓN,Planta,49,106,Cost. Remalle,18/1
288737,KHM033666,BQ NOCTURN,XXL,102,112,0,6,288737KHM033666BQ NOCTURN,HILO IRREGULAR,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,210,230,0,0,S,0,P,CORTE / COSTURA / LAVADO ESPECIAL / ACABADO / ESTAM.1 / LAVADOS SIMPLES / COSTURA / CLASIFICADO / ACABADO,,TEÑIDO DIRECTO + CHROMA WASH S/ACABADO - SERV/ LAV,Polo Cuello Redondo,PRODUCCIÓN,Planta,49,106,Cost. Remalle,18/1
288736,KHM033666,SILK(COCON,L,473,511,0,13,288736KHM033666SILK(COCON,FALLA DE TELA,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADO ESPECIAL / ACABADO / ESTAM.1 / LAVADOS SIMPLES / COSTURA / CLASIFICADO / ACABADO,,TEÑIDO DIRECTO + CHROMA WASH S/ACABADO - SERV/ LAV,Polo Cuello Redondo,PRODUCCIÓN,Planta,51,113,Cost. Remalle,18/1
288736,KHM033666,SILK(COCON,M,473,511,0,13,288736KHM033666SILK(COCON,CONSTRUCCION,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADO ESPECIAL / ACABADO / ESTAM.1 / LAVADOS SIMPLES / COSTURA / CLASIFICADO / ACABADO,,TEÑIDO DIRECTO + CHROMA WASH S/ACABADO - SERV/ LAV,Polo Cuello Redondo,PRODUCCIÓN,Planta,51,113,Cost. Remalle,18/1
288736,KHM033666,SILK(COCON,S,148,160,0,4,288736KHM033666SILK(COCON,FALLA DE ESTAMPADO,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADO ESPECIAL / ACABADO / ESTAM.1 / LAVADOS SIMPLES / COSTURA / CLASIFICADO / ACABADO,,TEÑIDO DIRECTO + CHROMA WASH S/ACABADO - SERV/ LAV,Polo Cuello Redondo,PRODUCCIÓN,Planta,51,113,Cost. Remalle,18/1
288736,KHM033666,SILK(COCON,XL,309,335,0,4,288736KHM033666SILK(COCON,HILO IRREGULAR,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADO ESPECIAL / ACABADO / ESTAM.1 / LAVADOS SIMPLES / COSTURA / CLASIFICADO / ACABADO,,TEÑIDO DIRECTO + CHROMA WASH S/ACABADO - SERV/ LAV,Polo Cuello Redondo,PRODUCCIÓN,Planta,51,113,Cost. Remalle,18/1
288736,KHM033666,SILK(COCON,XS,54,62,0,4,288736KHM033666SILK(COCON,HUECOS DE COSTURA,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADO ESPECIAL / ACABADO / ESTAM.1 / LAVADOS SIMPLES / COSTURA / CLASIFICADO / ACABADO,,TEÑIDO DIRECTO + CHROMA WASH S/ACABADO - SERV/ LAV,Polo Cuello Redondo,PRODUCCIÓN,Planta,51,113,Cost. Remalle,18/1
288736,KHM033666,SILK(COCON,XXL,149,161,0,7,288736KHM033666SILK(COCON,HUECOS DE COSTURA,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADO ESPECIAL / ACABADO / ESTAM.1 / LAVADOS SIMPLES / COSTURA / CLASIFICADO / ACABADO,,TEÑIDO DIRECTO + CHROMA WASH S/ACABADO - SERV/ LAV,Polo Cuello Redondo,PRODUCCIÓN,Planta,51,113,Cost. Remalle,18/1
288738,KHM033667,BLACK,L,503,518,0,7,288738KHM033667BLACK,HUECOS DE COSTURA,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,106,Cost. Remalle,18/1
288738,KHM033667,BLACK,M,501,516,0,5,288738KHM033667BLACK,HUECOS DE COSTURA,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,106,Cost. Remalle,18/1
288738,KHM033667,BLACK,S,164,171,0,2,288738KHM033667BLACK,HUECOS DE LAVANDERIA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,106,Cost. Remalle,18/1
288738,KHM033667,BLACK,XL,328,340,0,5,288738KHM033667BLACK,HUECOS DE COSTURA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,106,Cost. Remalle,18/1
288738,KHM033667,BLACK,XS,58,63,0,1,288738KHM033667BLACK,HUECOS DE COSTURA,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,106,Cost. Remalle,18/1
288738,KHM033667,BLACK,XXL,156,163,0,2,288738KHM033667BLACK,MANCHAS Y MIGRADO DE ESTAMPADO,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,106,Cost. Remalle,18/1
288739,KHM033667,WHITE,L,493,508,1,8,288739KHM033667WHITE,HUECOS DE COSTURA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,45,106,Cost. Remalle,18/1
288739,KHM033667,WHITE,M,493,508,2,11,288739KHM033667WHITE,HUECOS DE COSTURA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,45,106,Cost. Remalle,18/1
288739,KHM033667,WHITE,S,160,167,2,1,288739KHM033667WHITE,HILO IRREGULAR,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,45,106,Cost. Remalle,18/1
288739,KHM033667,WHITE,XL,322,334,1,3,288739KHM033667WHITE,HUECOS DE LAVANDERIA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,45,106,Cost. Remalle,18/1
288739,KHM033667,WHITE,XS,56,61,0,2,288739KHM033667WHITE,HUECOS DE TEJEDURIA,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,45,106,Cost. Remalle,18/1
288739,KHM033667,WHITE,XXL,155,162,0,1,288739KHM033667WHITE,HUECOS DE COSTURA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,45,106,Cost. Remalle,18/1
288752,KHM033668,STADIUM(SC,L,356,368,0,8,288752KHM033668STADIUM(SC,FALLA DE ESTAMPADO,SEGUNDA-A,KITH,13.84,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,S,S,S,0,T,LAVADOS SIMPLES / CORTE / ESTAM.1 / CORTE / COSTURA / ESTAM.1 / LAVADO ESPECIAL / COSTURA / CLASIFICADO / ACABADO,LAVADO SOLO AGUA,LAVADO PRDA CON ESTAMPADO DIGITAL-KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,49,105,Cost. Remalle,18/1
288752,KHM033668,STADIUM(SC,M,373,385,0,3,288752KHM033668STADIUM(SC,HUECOS DE LAVANDERIA,TERCERA,KITH,13.84,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,S,S,S,0,T,LAVADOS SIMPLES / CORTE / ESTAM.1 / CORTE / COSTURA / ESTAM.1 / LAVADO ESPECIAL / COSTURA / CLASIFICADO / ACABADO,LAVADO SOLO AGUA,LAVADO PRDA CON ESTAMPADO DIGITAL-KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,49,105,Cost. Remalle,18/1
288752,KHM033668,STADIUM(SC,S,134,139,0,19,288752KHM033668STADIUM(SC,HUECOS DE COSTURA,SEGUNDA-A,KITH,13.84,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,S,S,S,0,T,LAVADOS SIMPLES / CORTE / ESTAM.1 / CORTE / COSTURA / ESTAM.1 / LAVADO ESPECIAL / COSTURA / CLASIFICADO / ACABADO,LAVADO SOLO AGUA,LAVADO PRDA CON ESTAMPADO DIGITAL-KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,49,105,Cost. Remalle,18/1
288752,KHM033668,STADIUM(SC,XL,233,242,0,8,288752KHM033668STADIUM(SC,HUECOS DE LAVANDERIA,TERCERA,KITH,13.84,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,S,S,S,0,T,LAVADOS SIMPLES / CORTE / ESTAM.1 / CORTE / COSTURA / ESTAM.1 / LAVADO ESPECIAL / COSTURA / CLASIFICADO / ACABADO,LAVADO SOLO AGUA,LAVADO PRDA CON ESTAMPADO DIGITAL-KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,49,105,Cost. Remalle,18/1
288752,KHM033668,STADIUM(SC,XXL,106,111,1,1,288752KHM033668STADIUM(SC,HUECOS DE LAVANDERIA,TERCERA,KITH,13.84,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,S,S,S,0,T,LAVADOS SIMPLES / CORTE / ESTAM.1 / CORTE / COSTURA / ESTAM.1 / LAVADO ESPECIAL / COSTURA / CLASIFICADO / ACABADO,LAVADO SOLO AGUA,LAVADO PRDA CON ESTAMPADO DIGITAL-KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,49,105,Cost. Remalle,18/1
288751,KHM033668,WHITE,L,520,535,0,10,288751KHM033668WHITE,HUECOS DE LAVANDERIA,TERCERA,KITH,13.84,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,S,S,S,0,T,LAVADOS SIMPLES / CORTE / ESTAM.1 / CORTE / COSTURA / ESTAM.1 / LAVADO ESPECIAL / COSTURA / CLASIFICADO / ACABADO,LAVADO SOLO AGUA,LAVADO PRDA CON ESTAMPADO DIGITAL-KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,105,Cost. Remalle,18/1
288751,KHM033668,WHITE,M,526,541,0,12,288751KHM033668WHITE,MANCHAS Y MIGRADO DE ESTAMPADO,SEGUNDA-A,KITH,13.84,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,S,S,S,0,T,LAVADOS SIMPLES / CORTE / ESTAM.1 / CORTE / COSTURA / ESTAM.1 / LAVADO ESPECIAL / COSTURA / CLASIFICADO / ACABADO,LAVADO SOLO AGUA,LAVADO PRDA CON ESTAMPADO DIGITAL-KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,105,Cost. Remalle,18/1
288751,KHM033668,WHITE,S,173,180,0,2,288751KHM033668WHITE,HUECOS DE LAVANDERIA,TERCERA,KITH,13.84,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,S,S,S,0,T,LAVADOS SIMPLES / CORTE / ESTAM.1 / CORTE / COSTURA / ESTAM.1 / LAVADO ESPECIAL / COSTURA / CLASIFICADO / ACABADO,LAVADO SOLO AGUA,LAVADO PRDA CON ESTAMPADO DIGITAL-KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,105,Cost. Remalle,18/1
288751,KHM033668,WHITE,XL,341,353,0,11,288751KHM033668WHITE,HUECOS DE LAVANDERIA,TERCERA,KITH,13.84,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,S,S,S,0,T,LAVADOS SIMPLES / CORTE / ESTAM.1 / CORTE / COSTURA / ESTAM.1 / LAVADO ESPECIAL / COSTURA / CLASIFICADO / ACABADO,LAVADO SOLO AGUA,LAVADO PRDA CON ESTAMPADO DIGITAL-KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,105,Cost. Remalle,18/1
288751,KHM033668,WHITE,XS,60,65,0,2,288751KHM033668WHITE,HUECOS DE COSTURA,TERCERA,KITH,13.84,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,S,S,S,0,T,LAVADOS SIMPLES / CORTE / ESTAM.1 / CORTE / COSTURA / ESTAM.1 / LAVADO ESPECIAL / COSTURA / CLASIFICADO / ACABADO,LAVADO SOLO AGUA,LAVADO PRDA CON ESTAMPADO DIGITAL-KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,105,Cost. Remalle,18/1
288751,KHM033668,WHITE,XXL,157,164,0,4,288751KHM033668WHITE,HUECOS DE LAVANDERIA,TERCERA,KITH,13.84,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,S,S,S,0,T,LAVADOS SIMPLES / CORTE / ESTAM.1 / CORTE / COSTURA / ESTAM.1 / LAVADO ESPECIAL / COSTURA / CLASIFICADO / ACABADO,LAVADO SOLO AGUA,LAVADO PRDA CON ESTAMPADO DIGITAL-KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,44,105,Cost. Remalle,18/1
288740,KHM033669,WHITE,L,525,540,6,10,288740KHM033669WHITE,MANCHAS Y MIGRADO DE ESTAMPADO,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,106,Cost. Remalle,18/1
288740,KHM033669,WHITE,M,526,541,8,5,288740KHM033669WHITE,HUECOS DE COSTURA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,106,Cost. Remalle,18/1
288740,KHM033669,WHITE,S,168,175,1,5,288740KHM033669WHITE,HUECOS DE COSTURA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,106,Cost. Remalle,18/1
288740,KHM033669,WHITE,XL,335,347,1,3,288740KHM033669WHITE,HUECOS DE LAVANDERIA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,106,Cost. Remalle,18/1
288740,KHM033669,WHITE,XS,63,68,1,3,288740KHM033669WHITE,NUDOS,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,106,Cost. Remalle,18/1
288740,KHM033669,WHITE,XXL,161,168,2,1,288740KHM033669WHITE,MANCHAS Y MIGRADO DE ESTAMPADO,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,106,Cost. Remalle,18/1
288754,KHM033670,NAVY BLAZE,L,541,555,0,8,288754KHM033670NAVY BLAZE,HUECOS DE LAVANDERIA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,46,105,Cost. Remalle,18/1
288754,KHM033670,NAVY BLAZE,M,365,377,0,6,288754KHM033670NAVY BLAZE,HUECOS DE COSTURA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,46,105,Cost. Remalle,18/1
288754,KHM033670,NAVY BLAZE,S,140,145,0,4,288754KHM033670NAVY BLAZE,MEDIDAS DE PROCESO,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,46,105,Cost. Remalle,18/1
288754,KHM033670,NAVY BLAZE,XL,284,294,0,4,288754KHM033670NAVY BLAZE,MEDIDAS DE PROCESO,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,46,105,Cost. Remalle,18/1
288754,KHM033670,NAVY BLAZE,XS,56,61,0,1,288754KHM033670NAVY BLAZE,,,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,46,105,Cost. Remalle,18/1
288754,KHM033670,NAVY BLAZE,XXL,114,119,0,2,288754KHM033670NAVY BLAZE,MEDIDAS DE PROCESO,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,46,105,Cost. Remalle,18/1
288753,KHM033670,WHITE,L,541,555,0,10,288753KHM033670WHITE,NUDOS,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,105,Cost. Remalle,18/1
288753,KHM033670,WHITE,M,365,377,0,11,288753KHM033670WHITE,HUECOS DE TEJEDURIA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,105,Cost. Remalle,18/1
288753,KHM033670,WHITE,S,140,145,0,8,288753KHM033670WHITE,NUDOS,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,105,Cost. Remalle,18/1
288753,KHM033670,WHITE,XL,284,294,0,9,288753KHM033670WHITE,HUECOS DE COSTURA,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,105,Cost. Remalle,18/1
288753,KHM033670,WHITE,XS,56,61,0,6,288753KHM033670WHITE,,,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,105,Cost. Remalle,18/1
288753,KHM033670,WHITE,XXL,114,119,0,4,288753KHM033670WHITE,DESAGUJADO,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / LAVADO ESPECIAL / ACABADO / COSTURA / CLASIFICADO,,LAVADO SOLO AGUA/ LAVADO PRDA CON ESTAMPADO DIGITA,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,105,Cost. Remalle,18/1
288755,KHM033671,SILK(COCON,L,362,374,0,5,288755KHM033671SILK(COCON,HUECOS DE COSTURA,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,105,Cost. Remalle,18/1
288755,KHM033671,SILK(COCON,M,241,249,0,10,288755KHM033671SILK(COCON,DESAGUJADO,TERCERA,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,105,Cost. Remalle,18/1
288755,KHM033671,SILK(COCON,S,95,100,0,1,288755KHM033671SILK(COCON,HILO IRREGULAR,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,105,Cost. Remalle,18/1
288755,KHM033671,SILK(COCON,XL,189,196,0,7,288755KHM033671SILK(COCON,CONTAMINADO,SEGUNDA-A,KITH,10.16,WINTER 2025,T-SHIRT,JERSEY,LLANO,215,230,0,0,S,0,P,CORTE / COSTURA / LAVADOS SIMPLES / ACABADO / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO,,RECETA DE LAVADO  CLIENTE KITH,Polo Cuello Redondo,PRODUCCIÓN,Planta,48,105,Cost. Remalle,18/1
