op,'Estilo','Etiqueta Color','Talla',Suma de 'Q Req',Suma de 'Q Prog',Suma de 'Q Mer',Segundas,OP ESTILO COLOR ,Defecto,CALIDAD,Marca,MINUTAJE COSTURA,TEMPORADA,PRENDA,GRUPO TEJIDO,DISEÑO,DENSIDAD ALAV,DENSIDAD DLAV,'Est Pza','Est Bloque','Est Pda',BORDADO,LAVADO TPA,RUTA,'Descripción Lavados Paños Bloq Pzas','Descripción Lavado Teñido en Prenda','Tipo de Prenda Planeamiento','Tipo de Pedido OComercial',Se trabaja en?,LT Manufac,LT Total,TIPO DE COSTURA,Hilo
284460,TM1MZ337,SLEET / BL,2XL,144,154,7,2,284460TM1MZ337SLEET / BL,JALADURAS,TERCERA,TRAVIS MATHEW,23.85,SPRING 2025,BOX,GAMUZA,DOBLE CARA,220,230,0,0,0,0,0,CORTE / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Servicio,57,155,Cost. Recta,40/1
284460,TM1MZ337,SLEET / BL,3XL,48,52,1,1,284460TM1MZ337SLEET / BL,JALADURAS,TERCERA,TRAVIS MATHEW,23.85,SPRING 2025,BOX,GAMUZA,DOBLE CARA,220,230,0,0,0,0,0,CORTE / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Servicio,57,155,Cost. Recta,40/1
284460,TM1MZ337,SLEET / BL,L,480,497,27,4,284460TM1MZ337SLEET / BL,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,23.85,SPRING 2025,BOX,GAMUZA,DOBLE CARA,220,230,0,0,0,0,0,CORTE / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Servicio,57,155,Cost. Recta,40/1
284460,TM1MZ337,SLEET / BL,M,288,300,10,1,284460TM1MZ337SLEET / BL,,,TRAVIS MATHEW,23.85,SPRING 2025,BOX,GAMUZA,DOBLE CARA,220,230,0,0,0,0,0,CORTE / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Servicio,57,155,Cost. Recta,40/1
284460,TM1MZ337,SLEET / BL,S,96,103,1,1,284460TM1MZ337SLEET / BL,JALADURAS,,TRAVIS MATHEW,23.85,SPRING 2025,BOX,GAMUZA,DOBLE CARA,220,230,0,0,0,0,0,CORTE / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Servicio,57,155,Cost. Recta,40/1
284460,TM1MZ337,SLEET / BL,XL,360,375,24,7,284460TM1MZ337SLEET / BL,HILO IRREGULAR,TERCERA,TRAVIS MATHEW,23.85,SPRING 2025,BOX,GAMUZA,DOBLE CARA,220,230,0,0,0,0,0,CORTE / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Servicio,57,155,Cost. Recta,40/1
285071,1MY351,MOOD INDIG,2XL,92,98,0,3,2850711MY351MOOD INDIG,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,36.11,SPRING 2025,T-SHIRT,GAMUZA,DOBLE CARA,220,230,S,0,0,0,0,CORTE / CORTE / BORDADO 1 / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Planta,43,81,Cost. Recta,40/1
285071,1MY351,MOOD INDIG,3XL,9,12,,5,2850711MY351MOOD INDIG,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,36.11,SPRING 2025,T-SHIRT,GAMUZA,DOBLE CARA,220,230,S,0,0,0,0,CORTE / CORTE / BORDADO 1 / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Planta,43,81,Cost. Recta,40/1
285071,1MY351,MOOD INDIG,L,201,210,0,17,2850711MY351MOOD INDIG,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,36.11,SPRING 2025,T-SHIRT,GAMUZA,DOBLE CARA,220,230,S,0,0,0,0,CORTE / CORTE / BORDADO 1 / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Planta,43,81,Cost. Recta,40/1
285071,1MY351,MOOD INDIG,M,118,126,0,24,2850711MY351MOOD INDIG,JALADURAS,TERCERA,TRAVIS MATHEW,36.11,SPRING 2025,T-SHIRT,GAMUZA,DOBLE CARA,220,230,S,0,0,0,0,CORTE / CORTE / BORDADO 1 / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Planta,43,81,Cost. Recta,40/1
285071,1MY351,MOOD INDIG,S,6,9,0,4,2850711MY351MOOD INDIG,JALADURAS,SEGUNDA-A,TRAVIS MATHEW,36.11,SPRING 2025,T-SHIRT,GAMUZA,DOBLE CARA,220,230,S,0,0,0,0,CORTE / CORTE / BORDADO 1 / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Planta,43,81,Cost. Recta,40/1
285071,1MY351,MOOD INDIG,XL,204,213,0,41,2850711MY351MOOD INDIG,JALADURAS,TERCERA,TRAVIS MATHEW,36.11,SPRING 2025,T-SHIRT,GAMUZA,DOBLE CARA,220,230,S,0,0,0,0,CORTE / CORTE / BORDADO 1 / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Planta,43,81,Cost. Recta,40/1
285211,A41070,SILVER PIN,2XL,1245,1295,18,42,285211A41070SILVER PIN,NUDOS,SEGUNDA-A,TRAVIS MATHEW,27.7,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,S,S,0,0,0,CORTE / ESTAM.1 / CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,36.33333333,68,Cost. Recta,50/1
285211,A41070,SILVER PIN,3XL,39,46,0,4,285211A41070SILVER PIN,HUECOS DE TEJEDURIA,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,S,S,0,0,0,CORTE / ESTAM.1 / CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,36.33333333,68,Cost. Recta,50/1
285211,A41070,SILVER PIN,L,3532,3666,133,84,285211A41070SILVER PIN,HUECOS DE COSTURA,SEGUNDA-A,TRAVIS MATHEW,27.7,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,S,S,0,0,0,CORTE / ESTAM.1 / CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,36.33333333,68,Cost. Recta,50/1
285211,A41070,SILVER PIN,M,1993,2072,32,45,285211A41070SILVER PIN,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,S,S,0,0,0,CORTE / ESTAM.1 / CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,36.33333333,68,Cost. Recta,50/1
285211,A41070,SILVER PIN,S,525,552,1,6,285211A41070SILVER PIN,FALLA DE ESTAMPADO,SEGUNDA-A,TRAVIS MATHEW,27.7,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,S,S,0,0,0,CORTE / ESTAM.1 / CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,36.33333333,68,Cost. Recta,50/1
285211,A41070,SILVER PIN,XL,2761,2868,41,95,285211A41070SILVER PIN,HUECOS DE COSTURA,SEGUNDA-A,TRAVIS MATHEW,27.7,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,S,S,0,0,0,CORTE / ESTAM.1 / CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,36.33333333,68,Cost. Recta,50/1
285403,A41265,WHITE / WH,2XL,27,34,0,62,285403A41265WHITE / WH,,,TRAVIS MATHEW,34.27,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,S,S,0,CORTE / CORTE / COSTURA / ESTAM.1 / BORDADO 1 / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,46,104,Cost. Recta,50/1
285403,A41265,WHITE / WH,L,98,108,0,175,285403A41265WHITE / WH,,,TRAVIS MATHEW,34.27,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,S,S,0,CORTE / CORTE / COSTURA / ESTAM.1 / BORDADO 1 / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,46,104,Cost. Recta,50/1
285403,A41265,WHITE / WH,M,82,92,0,145,285403A41265WHITE / WH,,,TRAVIS MATHEW,34.27,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,S,S,0,CORTE / CORTE / COSTURA / ESTAM.1 / BORDADO 1 / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,46,104,Cost. Recta,50/1
285403,A41265,WHITE / WH,S,29,36,0,16,285403A41265WHITE / WH,,,TRAVIS MATHEW,34.27,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,S,S,0,CORTE / CORTE / COSTURA / ESTAM.1 / BORDADO 1 / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,46,104,Cost. Recta,50/1
285403,A41265,WHITE / WH,XL,63,71,0,141,285403A41265WHITE / WH,,,TRAVIS MATHEW,34.27,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,S,S,0,CORTE / CORTE / COSTURA / ESTAM.1 / BORDADO 1 / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,46,104,Cost. Recta,50/1
285404,A41265,WHITE / WH,2XL,686,711,5,62,285404A41265WHITE / WH,HUECOS DE COSTURA,SEGUNDA-A,TRAVIS MATHEW,34.27,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,S,S,0,CORTE / CORTE / COSTURA / ESTAM.1 / BORDADO 1 / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,52,107,Cost. Recta,50/1
285404,A41265,WHITE / WH,3XL,54,60,15,4,285404A41265WHITE / WH,HUECOS DE TEJEDURIA,TERCERA,TRAVIS MATHEW,34.27,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,S,S,0,CORTE / CORTE / COSTURA / ESTAM.1 / BORDADO 1 / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,52,107,Cost. Recta,50/1
285404,A41265,WHITE / WH,L,2258,2332,23,175,285404A41265WHITE / WH,HUECOS DE COSTURA,SEGUNDA-A,TRAVIS MATHEW,34.27,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,S,S,0,CORTE / CORTE / COSTURA / ESTAM.1 / BORDADO 1 / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,52,107,Cost. Recta,50/1
285404,A41265,WHITE / WH,M,1427,1477,16,145,285404A41265WHITE / WH,HUECOS DE COSTURA,SEGUNDA-A,TRAVIS MATHEW,34.27,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,S,S,0,CORTE / CORTE / COSTURA / ESTAM.1 / BORDADO 1 / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,52,107,Cost. Recta,50/1
285404,A41265,WHITE / WH,S,352,371,19,16,285404A41265WHITE / WH,BORDADO FALLADO,TERCERA,TRAVIS MATHEW,34.27,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,S,S,0,CORTE / CORTE / COSTURA / ESTAM.1 / BORDADO 1 / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,52,107,Cost. Recta,50/1
285404,A41265,WHITE / WH,XL,1680,1739,32,141,285404A41265WHITE / WH,HUECOS DE COSTURA,SEGUNDA-A,TRAVIS MATHEW,34.27,SPRING 2025,BOX,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,S,S,0,CORTE / CORTE / COSTURA / ESTAM.1 / BORDADO 1 / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,52,107,Cost. Recta,50/1
285723,A42478,CHOCOLATE,2XL,99,106,0,12,285723A42478CHOCOLATE,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,27.46,SPRING 2025,T-SHIRT,GAMUZA,WINTER APARIENCIA LISTADO,165,175,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,48,98,Cost. Recta,36/1
285723,A42478,CHOCOLATE,3XL,14,18,0,8,285723A42478CHOCOLATE,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,27.46,SPRING 2025,T-SHIRT,GAMUZA,WINTER APARIENCIA LISTADO,165,175,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,48,98,Cost. Recta,36/1
285723,A42478,CHOCOLATE,L,388,401,0,4,285723A42478CHOCOLATE,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,27.46,SPRING 2025,T-SHIRT,GAMUZA,WINTER APARIENCIA LISTADO,165,175,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,48,98,Cost. Recta,36/1
285723,A42478,CHOCOLATE,M,226,236,0,14,285723A42478CHOCOLATE,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,27.46,SPRING 2025,T-SHIRT,GAMUZA,WINTER APARIENCIA LISTADO,165,175,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,48,98,Cost. Recta,36/1
285723,A42478,CHOCOLATE,S,77,83,0,42,285723A42478CHOCOLATE,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,27.46,SPRING 2025,T-SHIRT,GAMUZA,WINTER APARIENCIA LISTADO,165,175,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,48,98,Cost. Recta,36/1
285723,A42478,CHOCOLATE,XL,267,278,0,4,285723A42478CHOCOLATE,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,27.46,SPRING 2025,T-SHIRT,GAMUZA,WINTER APARIENCIA LISTADO,165,175,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,48,98,Cost. Recta,36/1
287391,A45880,TOTAL ECLI,2XL,115,129,4,3,287391A45880TOTAL ECLI,JALADURAS,TERCERA,TRAVIS MATHEW,31.95,SPRING 2025,T-SHIRT,GAMUZA,DOBLE CARA,220,230,S,S,0,0,0,CORTE / ESTAM.1 / CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Planta,47,104,Cost. Recta,40/1
287391,A45880,TOTAL ECLI,L,400,434,3,6,287391A45880TOTAL ECLI,HUECOS DE TEJEDURIA,TERCERA,TRAVIS MATHEW,31.95,SPRING 2025,T-SHIRT,GAMUZA,DOBLE CARA,220,230,S,S,0,0,0,CORTE / ESTAM.1 / CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Planta,47,104,Cost. Recta,40/1
287391,A45880,TOTAL ECLI,M,235,257,0,2,287391A45880TOTAL ECLI,HUECOS DE TEJEDURIA,TERCERA,TRAVIS MATHEW,31.95,SPRING 2025,T-SHIRT,GAMUZA,DOBLE CARA,220,230,S,S,0,0,0,CORTE / ESTAM.1 / CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Planta,47,104,Cost. Recta,40/1
287391,A45880,TOTAL ECLI,S,45,51,0,8,287391A45880TOTAL ECLI,,,TRAVIS MATHEW,31.95,SPRING 2025,T-SHIRT,GAMUZA,DOBLE CARA,220,230,S,S,0,0,0,CORTE / ESTAM.1 / CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Planta,47,104,Cost. Recta,40/1
287391,A45880,TOTAL ECLI,XL,285,310,4,2,287391A45880TOTAL ECLI,HUECOS DE TEJEDURIA,TERCERA,TRAVIS MATHEW,31.95,SPRING 2025,T-SHIRT,GAMUZA,DOBLE CARA,220,230,S,S,0,0,0,CORTE / ESTAM.1 / CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Casaca/ Capucha con cierre o b,PRODUCCIÓN,Planta,47,104,Cost. Recta,40/1
287393,A45885,GRAY PINST,2XL,137,147,0,15,287393A45885GRAY PINST,JALADURAS,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,GRAY PINST,L,458,475,0,49,287393A45885GRAY PINST,HUECOS DE TEJEDURIA,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,GRAY PINST,M,269,281,0,32,287393A45885GRAY PINST,BORDADO FALLADO,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,GRAY PINST,S,55,59,0,6,287393A45885GRAY PINST,JALADURAS,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,GRAY PINST,XL,331,344,0,33,287393A45885GRAY PINST,HUECOS DE TEJEDURIA,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,ITALIAN SA,2XL,100,107,48,16,287393A45885ITALIAN SA,DESAGUJADO,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,ITALIAN SA,L,338,350,167,21,287393A45885ITALIAN SA,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,ITALIAN SA,M,199,209,88,10,287393A45885ITALIAN SA,NUDOS,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,ITALIAN SA,S,39,46,13,7,287393A45885ITALIAN SA,HUECOS DE TEJEDURIA,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,ITALIAN SA,XL,244,254,113,2,287393A45885ITALIAN SA,DESAGUJADO,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,WHITE / WH,2XL,125,134,0,54,287393A45885WHITE / WH,BARRADO,SEGUNDA-A,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,WHITE / WH,L,422,437,0,74,287393A45885WHITE / WH,HILO IRREGULAR,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,WHITE / WH,M,248,259,0,37,287393A45885WHITE / WH,HUECOS DE TEJEDURIA,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,WHITE / WH,S,50,54,0,19,287393A45885WHITE / WH,HUECOS DE COSTURA,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287393,A45885,WHITE / WH,XL,305,318,0,71,287393A45885WHITE / WH,HUECOS DE TEJEDURIA,TERCERA,TRAVIS MATHEW,27.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,0,0,0,0,0,CORTE / CORTE / BORDADO 1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,43,87,Cost. Recta,50/1
287438,A45887,AGAVE GREE,2XL,120,128,0,1,287438A45887AGAVE GREE,,,TRAVIS MATHEW,32.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,S,0,0,0,0,CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,24,92,Cost. Recta,50/1
287438,A45887,AGAVE GREE,L,384,398,5,9,287438A45887AGAVE GREE,,,TRAVIS MATHEW,32.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,S,0,0,0,0,CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,24,92,Cost. Recta,50/1
287438,A45887,AGAVE GREE,M,225,235,3,6,287438A45887AGAVE GREE,,,TRAVIS MATHEW,32.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,S,0,0,0,0,CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,24,92,Cost. Recta,50/1
287438,A45887,AGAVE GREE,S,49,53,1,3,287438A45887AGAVE GREE,,,TRAVIS MATHEW,32.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,S,0,0,0,0,CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,24,92,Cost. Recta,50/1
287438,A45887,AGAVE GREE,XL,282,293,6,10,287438A45887AGAVE GREE,,,TRAVIS MATHEW,32.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,S,0,0,0,0,CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,24,92,Cost. Recta,50/1
287438,A45887,TOTAL ECLI,2XL,83,89,18,3,287438A45887TOTAL ECLI,,,TRAVIS MATHEW,32.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,S,0,0,0,0,CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,24,92,Cost. Recta,50/1
287438,A45887,TOTAL ECLI,L,270,279,23,6,287438A45887TOTAL ECLI,,,TRAVIS MATHEW,32.7,SPRING 2025,T-SHIRT,RIB,DOBLE CARA MINIJACQUARD,145,150,S,0,0,0,0,CORTE / CORTE / ESTAM.1 / COSTURA / CLASIFICADO / ACABADO / ACABADO,,,Pechera Moda/ Camisas,PRODUCCIÓN,Planta,24,92,Cost. Recta,50/1
