Record Id;Nombre de Oportunidad;Sublínea;Familia de producto; VALORUSD 
4592454000248250000;Requermiento SGM -FEB;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 3,600 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 3,588 
4592454000185690000;CARBON ACTIVADO - 1.5 tm Mayo´24;Químicos;CARBON ACTIVADO GRANULAR; 3,549 
4592454000269600000;NITRATO DE MG | APB;SUR GRANDE AGRO;NITRATO DE MAGNESIO; 3,525 
4592454000225000000;cotizacion noviembre;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 3,510 
4592454000296430000;Req. Septiembre;SUR MEDIO AGRO;ACIDO FOSFORICO TG; 3,510 
4592454000304460000;KP_NOV_UNACEM_STABURAGS NBU 12/300 KP;Kluber Pesado;KP MINERIA Y CEMENTO; 3,500 
4592454000173670000;Mix fertilizantes - MARZO;CENTRO;SULFATO DE POTASIO SOLUBLE; 3,450 
4592454000161380000;MIX PRODUCTOS ENERO-FEBRERO;CENTRO;SULFATO DE AMONIO ESTANDAR; 3,400 
4592454000231110000;LECHE DESCREMADA - R.C.;Food;LECHE DESCREMADA; 3,400 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 3,395 
4592454000220340000;COTIZACION SOP // SULFATO DE MAGNESIO;NORTE MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 3,375 
4592454000222010000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 3,360 
4592454000219750000;COTIZACION OCTUBRE;SUR MEDIO AGRO;SULFATO DE COBRE; 3,360 
4592454000284610000;AC. FOSFÓRICO - BETA (CHINCHA);SUR CHICO AGRO;ACIDO FOSFORICO TG; 3,350 
4592454000220260000;VENTA LECHE DESCREMADA 1 TM LECHE ENTERA 0.5 TM OCTUBRE;Food;LECHE DESCREMADA; 3,350 
4592454000285310000;Req. Julio . - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;NITRATO DE CALCIO SOLUBLE; 3,348 
4592454000212860000;Klübertemp GR RT 15N_SETIEMBRE_INELCOS;Kluber Liviano;KL OTROS; 3,339 
4592454000252860000;Req. FEB II. - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;SULFATO DE POTASIO SOLUBLE; 3,320 
4592454000301380000;KLUBERSYNTH UH1 6-320 (1 LAT = 20 LTS) - PERU;Kluber Liviano;KL ALIMENT Y BEBID; 3,300 
4592454000175100000;Propuesta comercial SMG;SUR GRANDE AGRO;SULFATO DE MAGNESIO HEPTA; 3,300 
4592454000222010000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;FOSFATO MONOAMONICO SOLUBLE; 3,250 
4592454000160730000;Klubersynth BHP 72-102;Kluber Pesado;KL OTROS; 3,250 
4592454000252150000;AC. ACETICO FEBRERO;Food;ACIDO ACETICO FG; 3,240 
4592454000219750000;COTIZACION OCTUBRE;SUR MEDIO AGRO;SULFATO DE ZINC; 3,239 
4592454000291940000;COTIZACION AGOSTO;SUR MEDIO AGRO;FOSFATO DIAMONICO; 3,204 
4592454000215010000;Req. Septiembre - AGRICOLA INTERANDINA;NORTE CHICO AGRO;NITRATO DE AMONIO; 3,200 
4592454000225000000;cotizacion nov - dic;SUR MEDIO AGRO;SULFATO DE AMONIO ESTANDAR; 3,190 
4592454000228660000;MAP - NOVIEMBRE;NORTE CHICO AGRO;NPK SOLUBLE; 3,180 
4592454000216770000;ACIDO ACETICO GLACIAL TECH - DICIEMBRE- 3.6TM-- TEXFINA S A ( IMPORTACION);Textil;ACIDO ACETICO TG; 3,168 
4592454000216770000;ACIDO ACETICO GLACIAL TECH - ENERO - 3.6TM-- TEXFINA S A ( IMPORTACION);Textil;ACIDO ACETICO TG; 3,168 
4592454000216770000;ACIDO ACETICO GLACIAL TECH - FEBRERO- 3.6TM-- TEXFINA S A ( IMPORTACION);Textil;ACIDO ACETICO TG; 3,168 
4592454000238270000;COTIZACION POS COSECHA;SUR MEDIO AGRO;NITRATO DE CALCIO GRANULAR; 3,155 
4592454000225340000;LECHE DESCREMADA OCTUBRE;Food;LECHE DESCREMADA; 3,150 
4592454000213750000;requerimiento setiembre;CENTRO;NITRATO DE AMONIO; 3,090 
4592454000289670000;REQ - 0008;SUR MEDIO AGRO;FOSFATO MONOAMONICO SOLUBLE; 3,090 
4592454000225890000;Req. Recoge - TESLA TEC;SUR CHICO AGRO;FOSFATO MONOAMONICO SOLUBLE; 3,051 
4592454000179730000;LECHE DESCREMADA;Food;LECHE DESCREMADA; 3,050 
4592454000210320000;DEXTROSA;Food;DEXTROSA; 3,000 
4592454000304500000;19-19-19 NPK SOLUBLE;SUR MEDIO AGRO;NPK SOLUBLE; 3,000 
4592454000215550000;REQUERIMIENTO DE SOLUBLES OCTUBRE;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 3,000 
4592454000230540000;Req. Dic - Agr. Belén;SUR CHICO AGRO;FOSFATO MONOAMONICO SOLUBLE; 3,000 
4592454000207260000;Klubersynth BHP 72-102_AGOSTO_GM OPERACIONES;Kluber Liviano;KL OTROS; 3,000 
4592454000292010000;cotizacion extra agosto;SUR MEDIO AGRO;ACIDO BORICO; 2,940 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;FOSFATO MONOAMONICO SOLUBLE; 2,925 
4592454000213750000;requerimiento setiembre;CENTRO;ACIDO BORICO; 2,910 
4592454000186420000;acetico;Food;ACIDO ACETICO FG; 2,900 
4592454000252860000;Req. FEB II. - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;ACIDO FOSFORICO FG; 2,842 
4592454000173540000;ACIDO CITRICO 3TM;Food;ACIDO CITRICO; 2,820 
4592454000216850000;COTIZACION PEDIDO EXTRA SETIEMBRE;SUR MEDIO AGRO;FOSFATO MONOPOTASICO; 2,813 
4592454000212340000;STABURAGS NBU 12/300 KP_SETIEMBRE_FILASUR;Kluber Liviano;KL OTROS; 2,800 
4592454000268140000;COTIZACION DE MAYO;SUR MEDIO AGRO;SULFATO DE COBRE; 2,795 
4592454000213350000;requerimiento de solubles - octubre;SUR GRANDE AGRO;NITRATO DE CALCIO SOLUBLE; 2,775 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;SULFATO DE ZINC; 2,769 
4592454000200020000;gelatina;Food;GELATINA 280; 2,750 
4592454000272770000;KLUBERSYNTH UH1 14-31_EXALMAR_MAYO;Kluber Liviano;KL ALIMENT Y BEBID; 2,750 
4592454000221990000;cotizacion noviembre;SUR MEDIO AGRO;NITRATO DE MAGNESIO; 2,709 
4592454000442970000;CONSUMO RHT 68;Mantenimiento;KL COMPRESORES; 2,704 
4592454000292850000;COT. SETIEMBRE LABRADOR;SUR MEDIO AGRO;ACIDO FOSFORICO TG; 2,700 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 2,700 
4592454000428820000;COTIZACION FERT. ENERO 2026;NORTE MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 2,700 
4592454000213800000;REQUERIMIENTO SETIEMBRE -adiccional;SUR MEDIO AGRO;CLORURO DE POTASIO ESTANDAR; 2,640 
4592454000221170000;GELATINA 500 KG;Food;GELATINA 280; 2,600 
4592454000215020000;REQUERIMIENTO SOLUBLES - SETIEMBRE;SUR MEDIO AGRO;NITRATO DE AMONIO; 2,600 
4592454000207500000;BHP 72-102_AGOSTO_SYNTHEC;Kluber Liviano;KL ALIMENT Y BEBID; 2,600 
4592454000181870000;KLUBEROIL 4 UH1-220N (1 ENVASE = 20 LTS)_LAIVE_2024;Kluber Liviano;KL ALIMENT Y BEBID; 2,600 
4592454000213620000;requerimiento de solubles - setiembre;SUR MEDIO AGRO;SULFATO DE ZINC; 2,600 
4592454000249940000;Req. Febrero - AGRÍCOLA ARONA;SUR CHICO AGRO;NITRATO DE POTASIO SOLUBLE; 2,575 
4592454000215550000;REQUERIMIENTO DE SOLUBLES OCTUBRE;SUR MEDIO AGRO;NITRATO DE AMONIO; 2,575 
4592454000291940000;COTIZACION AGOSTO;SUR MEDIO AGRO;SULFATO DE MAGNESIO MONO; 2,548 
4592454000159310000;DECANDRIVE S.A.C_2024;Kluber Liviano;KL ALIMENT Y BEBID; 2,520 
4592454000213790000;REQUERIMIENTO SETIEMBRE;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 2,520 
4592454000245670000;CONSUMO ISOFLEX NBU 15_NORSAC;Kluber Liviano;KL OTROS; 2,500 
4592454000165310000;Valina Eppen;Feed;VALINA; 2,495 
4592454000163200000;ACIDO FOSFORICO;Food;ACIDO FOSFORICO FG; 2,459 
4592454000170910000;CARBON ACTIVADO - 1 TM - MAR24;Químicos;CARBON ACTIVADO GRANULAR; 2,450 
4592454000215010000;Req. Septiembre - AGRICOLA INTERANDINA;NORTE CHICO AGRO;SULFATO DE MAGNESIO HEPTA; 2,438 
4592454000225000000;cotizacion nov - dic;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 2,405 
4592454000302870000;Mix micros;SUR GRANDE AGRO;MICRONUTRIENTES; 2,400 
4592454000290050000;SOLUBLES AGOSTO FERREÑAFE;NORTE MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 2,400 
4592454000178100000;DESCREMADA;Food;LECHE DESCREMADA; 2,400 
4592454000288810000;Campaña 2025 - 3 -AGR. WIDOK;SUR CHICO AGRO;SULFATO DE POTASIO SOLUBLE; 2,400 
4592454000201160000;BICARBONATO- 5TM;Food;BICARBONATO DE SODIO; 2,400 
4592454000299300000;Requerimiento octubre;SUR MEDIO AGRO;SULFATO DE ZINC; 2,400 
4592454000226380000;cotizacion 2 semestre;SUR MEDIO AGRO;NITRATO DE MAGNESIO; 2,393 
4592454000238270000;COTIZACION ENERO;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 2,365 
4592454000210360000;BICARBONATO DE SODIO MALAN AGOSTO;Food;BICARBONATO DE SODIO; 2,350 
4592454000216850000;COTIZACION PEDIDO EXTRA SETIEMBRE;SUR MEDIO AGRO;FOSFATO MONOAMONICO SOLUBLE; 2,344 
4592454000268140000;COTIZACION DE MAYO;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 2,320 
4592454000229070000;COTIZACION FERTILIZANTES;NORTE MEDIO AGRO;FOSFATO MONOAMONICO SOLUBLE; 2,320 
4592454000220260000;VENTA LECHE DESCREMADA 1 TM LECHE ENTERA 0.5 TM OCTUBRE;Food;LECHE ENTERA; 2,300 
4592454000210660000;HEL 46-450_AGOSTO_SYNTHEC;Kluber Liviano;KL OTROS; 2,300 
4592454000285980000;LECHE ENTERA PROYECTO;Food;LECHE ENTERA; 2,285 
4592454000225000000;cotizacion noviembre wayu;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 2,256 
4592454000225000000;cotizacion noviembre wayu;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 2,250 
4592454000187500000;BICARBONATO DE SODIO;Food;BICARBONATO DE SODIO; 2,250 
4592454000163830000;KLUBERFOOD NH1 94-402 (1 ENV = 25 KGS)_NESTLE_2024;Kluber Liviano;KL ALIMENT Y BEBID; 2,250 
4592454000238270000;COTIZACION ENERO;SUR MEDIO AGRO;ACIDO FOSFORICO TG; 2,250 
4592454000268310000;SULFATO DE ALUMINIO 5 TM;Food;SULFATO DE ALUMINIO; 2,250 
4592454000293480000;LECHE ENTERA;Food;LECHE ENTERA; 2,250 
4592454000290940000;ENTERA - DESCREMADA;Food;LECHE ENTERA; 2,250 
4592454000222660000;CARBONATO DE SODIO LIVIANO-5 TM;Food;CARBONATO DE SODIO LIVIANO; 2,250 
4592454000225890000;Req. Recoge - TESLA TEC;SUR CHICO AGRO;SULFATO DE POTASIO SOLUBLE; 2,241 
4592454000261500000;MUESTRA DE SOLUMAX INICIO;SUR GRANDE AGRO;NPK SOLUBLE; 2,240 
4592454000228500000;ATENCIÓN - SOLUBLES OCTUBRE;SUR GRANDE AGRO;SULFATO DE POTASIO SOLUBLE; 2,225 
4592454000215020000;REQUERIMIENTO SOLUBLES - SETIEMBRE;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 2,200 
4592454000235450000;Mix solubles;SUR GRANDE AGRO;SULFATO DE MAGNESIO HEPTA; 2,200 
4592454000175200000;ISOFLEX LDS 18 SPECIAL A_TEMOINSA;Kluber Liviano;KL OTROS; 2,160 
4592454000260670000;Req. Chilca - WESTFALIA FRUIT;SUR CHICO AGRO;NITRATO DE CALCIO SOLUBLE; 2,160 
4592454000226380000;cotizacion 2 semestre;SUR MEDIO AGRO;NPK GRANULADO; 2,150 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 2,142 
4592454000305760000;KP_NOV_UNACEM_WOLFRACOAT C CONSUMO;Kluber Pesado;KP MINERIA Y CEMENTO; 2,136 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;NITRATO DE MAGNESIO; 2,128 
4592454000225000000;cotizacion noviembre wayu;SUR MEDIO AGRO;UREA; 2,120 
4592454000220730000;CONSUMO STABURAGS NBU 12 K_SUR COLOR STAR;Kluber Liviano;KL TEXTIL; 2,100 
4592454000216650000;CEWITT D 800 + HYDROMAR 4;Pesca;CONSERVANTE/BLANQUEADOR; 2,100 
4592454000201690000;LABSA 96%- CLEAN QUIMICA DEL PERU;Otros OLO;ACIDO SULFONICO LINEAL; 2,100 
4592454000225000000;cotizacion nov - dic;SUR MEDIO AGRO;NITRATO DE AMONIO; 2,090 
4592454000285960000;INSUMOS -JUL - R.C. (2);Food;LECHE ENTERA; 2,070 
4592454000216850000;COTIZACION PEDIDO EXTRA SETIEMBRE;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 2,063 
4592454000213800000;REQUERIMIENTO SETIEMBRE -adiccional;SUR MEDIO AGRO;NITRATO DE AMONIO; 2,060 
4592454000175100000;Propuesta solubles;SUR GRANDE AGRO;NITRATO DE CALCIO SOLUBLE; 2,050 
4592454000238270000;COTIZACION POS COSECHA;SUR MEDIO AGRO;SULFATO DE ZINC; 2,048 
4592454000302830000;SUMTECH FGS 2 - PLANTA AQP;Kluber Liviano;KL ALIMENT Y BEBID; 2,048 
4592454000289670000;REQ - 0008;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 2,040 
4592454000216770000;ACIDO ACETICO - DICIEMBRE - 2.3TM - FAST DYE S.A.C - (IMPORTACION);Textil;ACIDO ACETICO TG; 2,024 
4592454000216770000;ACIDO ACETICO - ENERO- 2.3TM - FAST DYE S.A.C - (IMPORTACION);Textil;ACIDO ACETICO TG; 2,024 
4592454000216770000;ACIDO ACETICO - FEBRERO - 2.3TM - FAST DYE S.A.C - (IMPORTACION);Textil;ACIDO ACETICO TG; 2,024 
4592454000285310000;Req. Julio . - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;MACRONUTRIENTES; 2,000 
4592454000201900000;SOLUBLES JULIO SUIZA FOOD;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 2,000 
4592454000217060000;Req. Oct. Javier Abal;SUR CHICO AGRO;NITRATO DE CALCIO SOLUBLE; 2,000 
4592454000171020000;ACEITE LUBRICANTE ENGRANAJE ISO 220;Kluber Liviano;KL OTROS; 2,000 
4592454000163280000;ISOFLEX NBU 15;Kluber Liviano;KL TEXTIL; 2,000 
4592454000159450000;PARALIQ P 12 (1 ENV = 200 LTS)_2024_1ER SEMESTRE;Kluber Liviano;KL ALIMENT Y BEBID; 2,000 
4592454000164450000;KLUBERFOOD NH1 CH 6-120_2024;Kluber Liviano;KL ALIMENT Y BEBID; 2,000 
4592454000183720000;RFQ JRBZ001821_GLORIA;Kluber Liviano;KL ALIMENT Y BEBID; 2,000 
4592454000290680000;REQ 08 AGOSTO;SUR MEDIO AGRO;NITRATO DE AMONIO; 1,989 
4592454000166900000;citrico;Food;ACIDO CITRICO; 1,980 
4592454000178100000;ACIDO CITRICO;Food;ACIDO CITRICO; 1,980 
4592454000177650000;OXIDO DE MAGNESIO;Feed;OXIDO DE MAGNESIO; 1,975 
4592454000240440000;COTIZACION NITRATO DE CALCIO;NORTE MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 1,960 
4592454000231590000;GELATINA 280 - 375 KG;Food;GELATINA 280; 1,950 
4592454000214780000;REQUERIMIENTO SOLUBLES SETIEMBRE;SUR MEDIO AGRO;SULFATO DE ZINC; 1,950 
4592454000213800000;REQUERIMIENTO SETIEMBRE -adiccional;SUR MEDIO AGRO;ACIDO BORICO; 1,940 
4592454000245490000;TIERRA DE FILTRACION;Food;TIERRA DE FILTRACION; 1,940 
4592454000213620000;requerimiento de solubles - setiembre;SUR MEDIO AGRO;NITRATO DE MAGNESIO; 1,900 
4592454000215550000;REQUERIMIENTO DE SOLUBLES OCTUBRE;SUR MEDIO AGRO;NITRATO DE MAGNESIO; 1,900 
4592454000215020000;REQUERIMIENTO SOLUBLES - SETIEMBRE;SUR MEDIO AGRO;NITRATO DE MAGNESIO; 1,900 
4592454000179140000;NICA - ABRIL- FND. SAN ROBERTO;CENTRO;NITRATO DE CALCIO SOLUBLE; 1,850 
4592454000290050000;SOLUBLES AGOSTO FERREÑAFE;NORTE MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 1,850 
4592454000214780000;REQUERIMIENTO SOLUBLES SETIEMBRE;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 1,845 
4592454000183860000;Ctrico 2tm;Food;ACIDO CITRICO; 1,840 
4592454000242620000;CITRATO DE SODIO 2 TM;Food;CITRATO DE SODIO; 1,840 
4592454000277520000;GOMA XANTAN 2026;Food;GOMA XANTAN; 1,800 
4592454000449130000;SOLUBLES - MARZO;CENTRO;NITRATO DE CALCIO SOLUBLE; 1,800 
4592454000248470000;Req. FEB. - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;SULFATO DE MAGNESIO HEPTA; 1,760 
4592454000268140000;COTIZACION DE MAYO;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 1,759 
4592454000176160000;MIX PROD. - ABRIL - SANTA LUCÍA;CENTRO;SULFATO DE MAGNESIO HEPTA; 1,728 
4592454000221990000;cotizacion noviembre;SUR MEDIO AGRO;SULFATO DE ZINC; 1,716 
4592454000221900000;KLUBERSYNTH CTH 2-260_OCTUBRE_SUR COLOR STAR;Kluber Liviano;KL OTROS; 1,700 
4592454000225000000;cotizacion noviembre;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 1,692 
4592454000301380000;CONSUMOS HOTEMP 2000 - SPRAY (SAM) (1 Spray = 400ML);Kluber Liviano;KL ALIMENT Y BEBID; 1,680 
4592454000263290000;REQ. ICA 004-006 (mayo-jun);SUR MEDIO AGRO;ACIDO FOSFORICO FG; 1,677 
4592454000225000000;cotizacion noviembre wayu;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 1,650 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;NITRATO DE AMONIO; 1,643 
4592454000215430000;REQUERIMIENTO SOLUBLES - SETIEMBRE;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 1,640 
4592454000206880000;CONTENEDORES IBC_AGOSTO_INDUSTRIAS SUAREZ;Equipos;EQUIPOS DE ALMACENAMIENTO; 1,630 
4592454000215550000;REQUERIMIENTO DE SOLUBLES OCTUBRE;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 1,614 
4592454000268140000;COTIZACION DE MAYO;SUR MEDIO AGRO;NITRATO DE MAGNESIO; 1,601 
4592454000285310000;Req. Julio . - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;MICRONUTRIENTES; 1,600 
4592454000318610000;PRODUCTOS NOVIEMBRE;Food;PERCARBONATO DE SODIO; 1,600 
4592454000277520000;BENZOATO DE SODIO 2026;Food;BENZOATO DE SODIO; 1,600 
4592454000213800000;REQUERIMIENTO SETIEMBRE -adiccional;SUR MEDIO AGRO;UREA; 1,590 
4592454000206880000;CONTENEDORES IBC_AGOSTO_INDUSTRIAS SUAREZ;Equipos;EQUIPOS DE ALMACENAMIENTO; 1,580 
4592454000290940000;ENTERA - DESCREMADA;Food;LECHE DESCREMADA; 1,580 
4592454000178120000;LECHE DESCREMADA ABR 24 - 0.45 TM;Food;LECHE DESCREMADA; 1,575 
4592454000258650000;Campaña 2025 - 2 -AGR. WIDOK;SUR CHICO AGRO;SULFATO DE MAGNESIO HEPTA; 1,564 
4592454000215020000;REQUERIMIENTO SOLUBLES - SETIEMBRE;SUR MEDIO AGRO;SULFATO DE ZINC; 1,560 
4592454000216850000;COTIZACION PEDIDO EXTRA SETIEMBRE;SUR MEDIO AGRO;UREA; 1,560 
4592454000216450000;8200-YE_SETIEMBRE_MEQUIM;Equipos;EQUIPOS DE ALMACENAMIENTO; 1,560 
4592454000199960000;HIDROXIDO DE POTASIO;Food;HIDROXIDO DE POTASIO; 1,550 
4592454000171870000;Leche descremada;Food;LECHE DESCREMADA; 1,550 
4592454000235460000;SUERO DE LECHE - LECHE ENTERA;Food;SUERO DE LECHE; 1,536 
4592454000206440000;FERTI SAN FELIPE;SUR MEDIO AGRO;ACIDO FOSFORICO TG; 1,530 
4592454000285310000;Req. Julio . - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;NPK GRANULADO; 1,530 
4592454000213350000;requerimiento de solubles - octubre;SUR GRANDE AGRO;UREA; 1,530 
4592454000289670000;REQ - 0008;SUR MEDIO AGRO;UREA; 1,530 
4592454000225000000;cotizacion nov - dic;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 1,512 
4592454000216770000;ACIDO ACETICO - ENERO- 1.71 TM - UNIVERSAL CHEMICAL'S S.A.C. ( IMPORTACIÓN;Textil;ACIDO ACETICO TG; 1,505 
4592454000216770000;ACIDO ACETICO - FEBRERO- 1.71 TM - UNIVERSAL CHEMICAL'S S.A.C. ( IMPORTACIÓN);Textil;ACIDO ACETICO TG; 1,505 
4592454000199030000;CENTOPLEX H0 E ISOFLEX LDS 18_CONSUMO_FILASUR;Kluber Liviano;KL OTROS; 1,500 
4592454000285400000;KLUBERPLEX BEM 41-132 (1 ENVASE = 370 GRS)_SYNTHEC;Kluber Liviano;KL OTROS; 1,500 
4592454000209180000;Req. Mensual LOMA VERDE;NORTE CHICO AGRO;ACIDO FOSFORICO FG; 1,500 
4592454000213720000;PALLET 4 CIL_SETIEMBRE_MEQUIM;Kluber Liviano;EQUIPOS DE ALMACENAMIENTO; 1,480 
4592454000213720000;PALLET 4 CIL_SETIEMBRE_MEQUIM;Kluber Liviano;EQUIPOS DE ALMACENAMIENTO; 1,480 
4592454000256210000;Licitación Abr. May. Jun. - FRUCHINCHA;SUR CHICO AGRO;SULFATO DE AMONIO ESTANDAR; 1,473 
4592454000262510000;Propuesta MANUCHAR PERÚ -;CENTRO;ACIDO FOSFORICO FG; 1,472 
4592454000256210000;Licitación Abr. May. Jun. - FRUCHINCHA;SUR CHICO AGRO;NITRATO DE CALCIO GRANULAR; 1,458 
4592454000261360000;SOLUBLES ACTUALIZACIÓN DE PRECIO;NORTE MEDIO AGRO;FOSFATO MONOPOTASICO; 1,450 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;UREA; 1,431 
4592454000291940000;COTIZACION AGOSTO;SUR MEDIO AGRO;NITRATO DE AMONIO; 1,428 
4592454000220730000;CONSUMO STABURAGS NBU 12 K_PRECOTEX;Kluber Liviano;KL TEXTIL; 1,425 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 1,424 
4592454000291940000;COTIZACION AGOSTO;SUR MEDIO AGRO;NITRATO DE CALCIO GRANULAR; 1,406 
4592454000268320000;1 TM GELATINA 200 KG COLAGENO;Food;COLAGENO HIDROLIZADO; 1,400 
4592454000166320000;CITRICO;Food;ACIDO ACETICO FG; 1,350 
4592454000215020000;REQUERIMIENTO SOLUBLES - SETIEMBRE;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 1,350 
4592454000173670000;Mix fertilizantes - MARZO;CENTRO;NITRATO DE CALCIO SOLUBLE; 1,320 
4592454000160470000;ANTISALMONELICO SALCAP 1BIM-2024;Feed;ANTISALMONELA LIQUIDA; 1,320 
4592454000211100000;CTH 260_SETIEMBRE_TEGOYOS;Kluber Liviano;KL TEXTIL; 1,300 
4592454000247830000;SOLUBLES ENERO;NORTE MEDIO AGRO;FOSFATO MONOAMONICO SOLUBLE; 1,300 
4592454000207520000;KLUBER SUMMIT RHT-68 (1 TAM = 208 LTR);Kluber Liviano;KL COMPRESORES; 1,290 
4592454000214030000;KLUBERTEMP HM 83-402_SETIEMBRE_SYNTHEC;Kluber Liviano;KL OTROS; 1,289 
4592454000226380000;cotizacion 2 semestre;SUR MEDIO AGRO;FOSFATO DIAMONICO; 1,275 
4592454000207490000;RHT-68 PROYECTO KLUBER;Pesca;KL COMPRESORES; 1,269 
4592454000212150000;ISOFLEX LDS 18_SETIEMBRE_DYS;Kluber Liviano;KL OTROS; 1,260 
4592454000435040000;Klübersynth UH1 14-31;Mantenimiento;KL ALIMENT Y BEBID; 1,260 
4592454000165280000;UNISILKON L 250 L_NESTLE_2024;Kluber Liviano;KL OTROS; 1,250 
4592454000249940000;Req. Febrero - AGRÍCOLA ARONA;SUR CHICO AGRO;FOSFATO MONOAMONICO SOLUBLE; 1,250 
4592454000237670000;SUERO DE LECHE PROYECTO;Food;SUERO DE LECHE; 1,250 
4592454000174930000;BARRIERTA L 55/2 (1 POTE = 1 KG);Kluber Liviano;KL ALIMENT Y BEBID; 1,250 
4592454000173690000;KLUBER SUMMIT RHT-68_AGROHIDRO E.I.R.L.;Kluber Liviano;KL COMPRESORES; 1,248 
4592454000199530000;RHT 68 JUNIO;Kluber Liviano;KL COMPRESORES; 1,240 
4592454000213640000;BHP 72-102 / ALTERNATIVO _SETIEMBRE_SEMAG;Kluber Liviano;KL OTROS; 1,240 
4592454000296160000;KLUEBEROIL 4 UH1-460 N - planta zarate;Kluber Liviano;KL ALIMENT Y BEBID; 1,200 
4592454000255080000;1350-YE WHEELED SPILL KIT_ PROSAC_MARZO;Equipos;EQUIPOS ENPAC OTROS; 1,200 
4592454000285620000;ACEITE ISO 220 MEZCLA DE SINTÉTICOS;Kluber Liviano;KL ALIMENT Y BEBID; 1,200 
4592454000185240000;KLUBERSYNTH_MAYO_GLORIA;Kluber Liviano;KL ALIMENT Y BEBID; 1,200 
4592454000173470000;Solubles marzo;SUR GRANDE AGRO;FOSFATO MONOAMONICO SOLUBLE; 1,200 
4592454000216040000;KLUBERSYNTH 100 KV (1 BID = 20 KGS)_SETIEMBRE_FABRILCO;Kluber Liviano;KL OTROS; 1,200 
4592454000181630000;UREA FOSFATO - AGROLATINA;SUR MEDIO AGRO;UREA FOSFATO; 1,180 
4592454000252860000;Req. FEB II. - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;SULFATO DE POTASIO GRANULAR; 1,160 
4592454000159690000;COMPRESORES FRIO - KLUBER RHT 68;Kluber Liviano;KL COMPRESORES; 1,154 
4592454000206580000;SOLUBLES - AGOSTO;CENTRO;SULFATO DE MAGNESIO HEPTA; 1,150 
4592454000261360000;SOLUBLES ACTUALIZACIÓN DE PRECIO;NORTE MEDIO AGRO;FOSFATO MONOAMONICO SOLUBLE; 1,150 
4592454000251420000;REQ FEB- AGR. SAN PABLO Y SAN PABLITO S.A.C.;SUR CHICO AGRO;SULFATO DE MAGNESIO MONO; 1,144 
