Record Id;Nombre de Oportunidad;Sublínea;Familia de producto; VALORUSD 
4592454000223340000;Req Nov-Dic - SAFRESCO (Chincha);SUR CHICO AGRO;NITRATO DE MAGNESIO; 12,450 
4592454000297850000;METABISULFITO - NOVIEMBRE - 30TM - $518 - PRODUCTOS Y SERVICIOS PARA LA INDUSTRIA S.A.C.;Químicos;METABISULFITO DE SODIO; 12,432 
4592454000238760000;POLIDEXTROSA | MARZO 2025;Food;POLIDEXTROSA; 12,400 
4592454000283540000;Requerimiento 007- 008;SUR MEDIO AGRO;NITRATO DE MAGNESIO; 12,390 
4592454000226380000;cotizacion noviembre;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 12,325 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 12,276 
4592454000170390000;METABISULFITO - MAR24 - 24TM - 510/TM - PRODUCTOS Y SERVICIOS PARA LA INDUSTRIA S.A.C.;Químicos;METABISULFITO DE SODIO; 12,240 
4592454000163230000;KLUBEROIL 4 UH1-460 N (1 ENVASE = 20 LTS);Kluber Liviano;KL ALIMENT Y BEBID; 12,180 
4592454000424040000;SULFATO DE ALUMINIO - DICIEMBRE - 26 TM - ARIS INDUSTRIAL S.A.;Químicos;SULFATO DE ALUMINIO; 12,032 
4592454000426760000;COTIZACION 20TMSOLUMAX 15.45.10;NORTE MEDIO AGRO;NPK SOLUBLE; 12,000 
4592454000211130000;LECHE DESCREMADA 4 TM;Food;LECHE DESCREMADA; 11,880 
4592454000238380000;Req. Enero - AGRÍCOLA COPACABANA DE CHINCHA;SUR CHICO AGRO;SULFATO DE MAGNESIO HEPTA; 11,825 
4592454000213350000;requerimiento de solubles - octubre;SUR GRANDE AGRO;NITRATO DE POTASIO SOLUBLE; 11,813 
4592454000226580000;Clean Química - Labsa 96% - 6.88 TM;Otros OLO;ACIDO SULFONICO LINEAL; 11,765 
4592454000219750000;COTIZACION OCTUBRE;SUR MEDIO AGRO;SULFATO DE ZINC; 11,700 
4592454000216650000;ZELITE 13 - NOV- DIC - ENERO;Pesca;RETENEDOR DE HUMEDAD; 11,700 
4592454000256210000;Licitación Abr. May. Jun. - FRUCHINCHA;SUR CHICO AGRO;ACIDO FOSFORICO FG; 11,621 
4592454000179540000;AMINOACIDOS ABRIL-MAYO;Feed;VALINA; 11,550 
4592454000294950000;COT SETIEMBRE;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 11,550 
4592454000167750000;KLUBEROIL 4 UH1-220 & 460 N (CONSUMO 2024) MONDELEZ;Kluber Liviano;KL ALIMENT Y BEBID; 11,520 
4592454000162740000;KLUBERSYNTH GH 6-460_TK ELEVADORES_2024;Kluber Liviano;KL OTROS; 11,400 
4592454000205550000;SAL REFINADA - AGOSTO24- 60TM - 190/TM - A & H TRADING S.R.L.;Textil;SAL REFINADA; 11,400 
4592454000225000000;cotizacion noviembre wayu;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 11,369 
4592454000186910000;HIDROXIDO DE POTASIO - MAYO24 - 8 TM - 1400/TM - VOLCAN COMPANIA MINERA S.A.A.;Químicos;HIDROXIDO DE POTASIO; 11,200 
4592454000208650000;IBC PALLET_AGOSTO_SISSO;Equipos;EQUIPOS DE ALMACENAMIENTO; 11,100 
4592454000263290000;REQ. ICA 004-006 (mayo-jun);SUR MEDIO AGRO;POLIFOSFATO DE AMONIO; 11,000 
4592454000226380000;cotizacion noviembre;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 11,000 
4592454000215550000;REQUERIMIENTO DE SOLUBLES OCTUBRE;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 11,000 
4592454000268140000;COTIZACION DE MAYO;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 10,927 
4592454000221990000;cotizacion noviembre;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 10,920 
4592454000288810000;Campaña 2025 - 3 -AGR. WIDOK;SUR CHICO AGRO;ACIDO FOSFORICO FG; 10,875 
4592454000240640000;COTIZACION ENERO 2;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 10,800 
4592454000209410000;Agr. la Candelaria - SEPT - DIC;NORTE CHICO AGRO;NITRATO DE CALCIO SOLUBLE; 10,800 
4592454000249480000;KLUBERSYNTH BHP 72-102 (1 ENV = 0.6 KGS);Kluber Liviano;KL OTROS; 10,800 
4592454000179310000;KLUBERSYNTH GH 6-460_TK ELEVADORES_2024;Kluber Liviano;KL OTROS; 10,800 
4592454000235270000;SUERO DE LECHE (MULPULMO) - SPOT DIC;Food;SUERO DE LECHE; 10,800 
4592454000295260000;8 TN - ACIDO FOSFORICO;NORTE GRANDE AGRO;ACIDO FOSFORICO FG; 10,800 
4592454000219750000;COTIZACION OCTUBRE;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 10,647 
4592454000273150000;LECHE DESCREMADA - 2025;Food;LECHE DESCREMADA; 10,500 
4592454000433870000;SOLUBLES - FEBRERO / ABRIL;CENTRO;NITRATO DE CALCIO SOLUBLE; 10,500 
4592454000227830000;LECHE DESCREMADA;Food;LECHE DESCREMADA; 10,500 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 10,389 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 10,378 
4592454000246360000;CONSUMO_KLUBERSYNTH UH1 6-680_ARCA CONTINENTAL LINDLEY S.A.;Kluber Liviano;KL OTROS; 10,340 
4592454000225000000;cotizacion nov - dic;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 10,230 
4592454000161380000;MIX PRODUCTOS ENERO-FEBRERO;CENTRO;NITRATO DE CALCIO TETRAHIDRATADO; 10,200 
4592454000226380000;cotizacion 2 semestre;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 10,031 
4592454000199960000;INSUMOS VARIOS;Food;MALTODEXTRINA; 10,010 
4592454000180500000;ACEITES PERU_LUBRICANTES KLUBER;Kluber Liviano;KL OTROS; 10,000 
4592454000163330000;ADIMOLD L70 - CHI 2024-I;Pesca;ANTISALMONELA LIQUIDA; 10,000 
4592454000294950000;REQ ESPECIALIDADES;SUR MEDIO AGRO;BIOESTIMULANTES; 10,000 
4592454000241730000;COTIZACION ENERO;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 9,960 
4592454000299300000;Requerimiento octubre;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 9,900 
4592454000213800000;REQUERIMIENTO SETIEMBRE -adiccional;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 9,900 
4592454000258650000;Campaña 2025 - 2 -AGR. WIDOK;SUR CHICO AGRO;NITRATO DE POTASIO SOLUBLE; 9,858 
4592454000228500000;ATENCIÓN - SOLUBLES OCTUBRE;SUR GRANDE AGRO;FOSFATO MONOAMONICO SOLUBLE; 9,750 
4592454000164590000;ACEITES POLIGLICOLES 220 -320 - 460 - 680;Kluber Liviano;KL OTROS; 9,600 
4592454000248470000;Req. FEB. - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;NITRATO DE POTASIO SOLUBLE; 9,540 
4592454000294780000;LECHE DESCREMADA OCT;Food;LECHE DESCREMADA; 9,480 
4592454000221990000;cotizacion noviembre;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 9,460 
4592454000294780000;LECHE DESCREMADA 3 TM;Food;LECHE DESCREMADA; 9,390 
4592454000211130000;LECHE ENTERA 2 TM;Food;LECHE ENTERA; 9,380 
4592454000225000000;cotizacion noviembre;SUR MEDIO AGRO;SULFATO DE ZINC; 9,360 
4592454000161700000;Etoxiquina CHI 2024-I;Pesca;ETOXIQUINA LIQUIDA; 9,310 
4592454000300360000;LECHE DESCREMADA 3 TM;Food;LECHE DESCREMADA; 9,300 
4592454000288780000;COTIZACION AGOSTO;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 9,250 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 9,130 
4592454000186420000;Etoxiquina 95% CHI 2024-I;Pesca;ETOXIQUINA LIQUIDA; 9,100 
4592454000176160000;MIX PROD. - ABRIL - SANTA LUCÍA;CENTRO;SULFATO DE POTASIO SOLUBLE; 9,025 
4592454000199960000;ACIDO ACETICO -6 TM;Food;ACIDO ACETICO FG; 9,000 
4592454000225000000;cotizacion noviembre;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 9,000 
4592454000294370000;ACIDO CITRICO 10 TM;Food;ACIDO CITRICO; 8,950 
4592454000226380000;cotizacion 2 semestre;SUR MEDIO AGRO;FOSFATO MONOAMONICO SOLUBLE; 8,850 
4592454000199960000;INSUMOS VARIOS;Food;CITRATO DE SODIO; 8,722 
4592454000243810000;CARBONATO LIVIANO - ENERO- 15TM - 475/TM - C & V INTERNATIONAL S.R.L.;Textil;CARBONATO DE SODIO LIVIANO; 8,645 
4592454000228820000;COTIZACION DICIEMBRE-ENERO;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 8,600 
4592454000427440000;ACIDO CITRICO 10 TM;Food;ACIDO CITRICO; 8,580 
4592454000176100000;LECHE ENTERA;Food;LECHE ENTERA; 8,560 
4592454000449260000;LECHE DESCREMADA 2 TM;Food;LECHE DESCREMADA; 8,500 
4592454000269600000;NITRATO DE MG | WARTAQ;SUR GRANDE AGRO;NITRATO DE MAGNESIO; 8,460 
4592454000213350000;requerimiento de solubles - octubre;SUR GRANDE AGRO;FOSFATO MONOPOTASICO; 8,381 
4592454000210850000;Propuesta- CYNARA;SUR CHICO AGRO;SULFATO DE MAGNESIO MONO; 8,370 
4592454000229870000;NCA - DICI;NORTE CHICO AGRO;NITRATO DE CALCIO SOLUBLE; 8,250 
4592454000237050000;COTIZACION DICIEMBRE;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 8,100 
4592454000237050000;COTIZACION DICIEMBRE;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 8,100 
4592454000215010000;Req. Septiembre - AGRICOLA INTERANDINA;NORTE CHICO AGRO;ACIDO FOSFORICO FG; 8,100 
4592454000228160000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 8,100 
4592454000288810000;Campaña 2025 - 3 -AGR. WIDOK;SUR CHICO AGRO;NITRATO DE CALCIO SOLUBLE; 8,050 
4592454000228660000;MAP - NOVIEMBRE;NORTE CHICO AGRO;FOSFATO MONOAMONICO SOLUBLE; 8,050 
4592454000204880000;SODA CAUSTICA (QATAR) | AGOSTO LOCAL;Food;SODA CAUSTICA PERLAS; 8,000 
4592454000220070000;KLUBERSYNTH UH1 6-680 - Consumo anual;Kluber Liviano;KL ALIMENT Y BEBID; 8,000 
4592454000206440000;FERTI SAN FELIPE;SUR MEDIO AGRO;MICRONUTRIENTES; 8,000 
4592454000226380000;cotizacion 2 semestre;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 7,950 
4592454000228820000;COTIZACION DICIEMBRE-ENERO;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 7,800 
4592454000228770000;COTIZACION DE SMG;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 7,800 
4592454000162960000;CARB. ACTIVADO - ENE24 - 3TM;Químicos;CARBON ACTIVADO GRANULAR; 7,800 
4592454000233800000;CONSUMO HOTEMP PLUS_ FULL PIMA PROX 6 MESES;Kluber Liviano;KL OTROS; 7,800 
4592454000175200000;LECHE DESCREMADA DAIRY MAR 24 - 2.5TM;Food;LECHE DESCREMADA; 7,750 
4592454000221990000;cotizacion noviembre;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 7,650 
4592454000226380000;cotizacion noviembre;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 7,535 
4592454000228820000;COTIZACION DICIEMBRE-ENERO;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 7,500 
4592454000211130000;LECHE DESCREMADA 2.5TM;Food;LECHE DESCREMADA; 7,500 
4592454000269440000;SULFATO DE ALUMINIO 20 TM - JULIO;Food;SULFATO DE ALUMINIO; 7,400 
4592454000222320000;KLUBER SUMMIT PGI 100_OCTUBRE_LUBE;Equipos;KL OTROS; 7,280 
4592454000213680000;NITRATO DE POTASIO - NITRATO DE MAGNESIO SEPT;NORTE CHICO AGRO;NITRATO DE MAGNESIO; 7,200 
4592454000213750000;requerimiento setiembre;CENTRO;SULFATO DE ZINC; 7,020 
4592454000285350000;SGM - REQUERIMEINTO;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 6,750 
4592454000200740000;BICARBONATO- 15TM;Food;BICARBONATO DE SODIO; 6,750 
4592454000214030000;KLUBERTEMP HM 83-402_SETIEMBRE_SYNTHEC;Kluber Liviano;KL OTROS; 6,744 
4592454000248470000;Req. FEB. - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;SULFATO DE POTASIO SOLUBLE; 6,640 
4592454000256210000;Licitación Abr. May. Jun. - FRUCHINCHA;SUR CHICO AGRO;FOSFATO MONOAMONICO SOLUBLE; 6,625 
4592454000202770000;ATENCIÓN SOLUBLES JULIO;SUR GRANDE AGRO;SULFATO DE MAGNESIO HEPTA; 6,600 
4592454000213350000;requerimiento de solubles - octubre;SUR GRANDE AGRO;FOSFATO MONOAMONICO SOLUBLE; 6,581 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 6,577 
4592454000164470000;SUERO DE LECHE;Food;SUERO DE LECHE; 6,500 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 6,479 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 6,447 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 6,405 
4592454000225890000;LECHE DESCREMADA NOV;Food;LECHE DESCREMADA; 6,400 
4592454000208640000;GELATINA 280 - 1250 KG;Food;GELATINA 280; 6,375 
4592454000166290000;SAL REFINADA - MAR24 - 30 TM;Químicos;SAL INDUSTRIAL; 6,360 
4592454000226380000;cotizacion noviembre;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 6,333 
4592454000228820000;COTIZACION DICIEMBRE-ENERO;SUR MEDIO AGRO;SULFATO DE ZINC; 6,320 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 6,320 
4592454000285310000;Req. Julio . - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;SULFATO DE POTASIO GRANULAR; 6,320 
4592454000433870000;SOLUBLES - FEBRERO / ABRIL;CENTRO;SULFATO DE MAGNESIO HEPTA; 6,300 
4592454000427330000;LDP;Food;LECHE DESCREMADA; 6,300 
4592454000294370000;LECHE DESCREMADA 2 TM;Food;LECHE DESCREMADA; 6,300 
4592454000219730000;STABURAGS NBU 12 MF_OCTUBRE_REVERSE;Kluber Liviano;KL OTROS; 6,250 
4592454000251770000;DEXTROSA (LIHUA) | FEBRERO 2025;Food;DEXTROSA; 6,230 
4592454000180870000;LECHE DESCREMADA;Food;LECHE DESCREMADA; 6,200 
4592454000216650000;CEWITT D 800 + HYDROMAR 4;Pesca;ABLANDANTE; 6,200 
4592454000179730000;LECHE DESCREMADA;Food;LECHE DESCREMADA; 6,200 
4592454000174920000;LECHE DESCREMADA;Food;LECHE DESCREMADA; 6,200 
4592454000187640000;LECHE DESCREMADA;Food;LECHE DESCREMADA; 6,100 
4592454000200020000;GELATINA 2TM;Food;GELATINA 280; 6,100 
4592454000235450000;Mix solubles;SUR GRANDE AGRO;NPK SOLUBLE; 6,000 
4592454000186150000;Fosfato Monoamónico;SUR GRANDE AGRO;FOSFATO MONOAMONICO SOLUBLE; 6,000 
4592454000186150000;Fosfato Monoamónico;SUR GRANDE AGRO;FOSFATO MONOAMONICO SOLUBLE; 6,000 
4592454000214780000;REQUERIMIENTO SOLUBLES SETIEMBRE;SUR MEDIO AGRO;FOSFATO MONOAMONICO SOLUBLE; 6,000 
4592454000238270000;COTIZACION POS COSECHA;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 5,950 
4592454000175100000;Propuesta solubles;SUR GRANDE AGRO;FOSFATO MONOAMONICO SOLUBLE; 5,950 
4592454000290680000;REQ 08 AGOSTO;SUR MEDIO AGRO;UREA; 5,876 
4592454000224130000;Cotización de fertilizantes noviembre- diciembre;NORTE MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 5,875 
4592454000225840000;KLUBERPLEX BEM 41-132 (BID = 25KGS);Kluber Liviano;KL ALIMENT Y BEBID; 5,750 
4592454000241730000;COTIZACION ENERO;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 5,630 
4592454000292010000;cotizacion extra agosto;SUR MEDIO AGRO;NITRATO DE AMONIO; 5,610 
4592454000290050000;SOLUBLES AGOSTO FERREÑAFE;NORTE MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 5,600 
4592454000259570000;Req.Abril. - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;SULFATO DE POTASIO GRANULAR; 5,600 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 5,513 
4592454000209410000;Agr. la Candelaria - SEPT - DIC;NORTE CHICO AGRO;SULFATO DE AMONIO ESTANDAR; 5,500 
4592454000228820000;COTIZACION DICIEMBRE-ENERO;SUR MEDIO AGRO;NITRATO DE MAGNESIO; 5,500 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 5,467 
4592454000296400000;NEO DETER - LIVIANO - 12TM - Octubre;HPC y Vidrios;CARBONATO DE SODIO LIVIANO; 5,448 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 5,390 
4592454000238270000;COTIZACION POS COSECHA;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 5,376 
4592454000299300000;Requerimiento octubre;SUR MEDIO AGRO;ACIDO FOSFORICO TG; 5,346 
4592454000235460000;SUERO DE LECHE - LECHE ENTERA;Food;LECHE ENTERA; 5,280 
4592454000235940000;BICARBONATO MALAN 12 TM;Food;BICARBONATO DE SODIO; 5,280 
4592454000244420000;Map - Npk;CENTRO;NPK SOLUBLE; 5,250 
4592454000226380000;cotizacion 2 semestre;SUR MEDIO AGRO;MICRONUTRIENTES; 5,225 
4592454000451810000;CARBONATO DE POTASIO MARZO;Food;CARBONATO DE POTASIO; 5,200 
4592454000225000000;cotizacion nov - dic;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 5,166 
4592454000299300000;Requerimiento octubre;SUR MEDIO AGRO;NITRATO DE MAGNESIO; 5,160 
4592454000226380000;cotizacion noviembre;SUR MEDIO AGRO;SULFATO DE ZINC; 5,148 
4592454000172990000;MIX PROD. MARZO - OLIVOS DE VILLACURÍ;SUR MEDIO AGRO;FOSFATO MONOAMONICO SOLUBLE; 5,120 
4592454000218520000;IBC DOBLE 5482-YE_OCTUBRE_MEQUIM;Equipos;EQUIPOS DE ALMACENAMIENTO; 5,120 
4592454000274220000;KLUBERFOOD NH1 CH 2-220 PLUS (1 ENVASE = 5LTS);Kluber Liviano;KL ALIMENT Y BEBID; 5,100 
4592454000220010000;SMG - OCTUBRE;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 5,060 
4592454000251420000;REQ FEB- AGR. SAN PABLO Y SAN PABLITO S.A.C.;SUR CHICO AGRO;SULFATO DE POTASIO SOLUBLE; 5,010 
4592454000185880000;NMG - MAYO - AGROMEGA;CENTRO;NITRATO DE MAGNESIO; 5,000 
4592454000176050000;SODA PERLAS - ABRIL24 - 4 TM - 1250/TM - CORPORACION REY S.A.;Textil;SODA CAUSTICA PERLAS; 5,000 
4592454000259570000;Req.Abril. - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;SULFATO DE POTASIO SOLUBLE; 4,992 
4592454000226380000;cotizacion 2 semestre;SUR MEDIO AGRO;NITRATO DE AMONIO; 4,929 
4592454000209410000;Agr. la Candelaria - SEPT - DIC;NORTE CHICO AGRO;PEROXIDO DE HIDROGENO 70%; 4,900 
4592454000282560000;GELATINA 1TM;Food;GELATINA 280; 4,900 
4592454000268320000;1 TM GELATINA 200 KG COLAGENO;Food;GELATINA 280; 4,900 
4592454000223310000;LECHE DESCREMADA 1.5 TM;Food;LECHE DESCREMADA; 4,800 
4592454000175100000;Propuesta solubles;SUR GRANDE AGRO;SULFATO DE POTASIO SOLUBLE; 4,775 
4592454000254880000;FECULA DE YUCA - 5 TM - MAR;Food;FECULA DE YUCA; 4,750 
4592454000256210000;Licitación Abr. May. Jun. - FRUCHINCHA;SUR CHICO AGRO;NITRATO DE MAGNESIO; 4,729 
4592454000226540000;LECHE DECSREMADA NOVIEMBRE;Food;LECHE DESCREMADA; 4,725 
4592454000238270000;COTIZACION POS COSECHA;SUR MEDIO AGRO;NITRATO DE POTASIO SOLUBLE; 4,725 
4592454000221740000;BICARBONATO DE SODIO NOVIEMBRE 10 TM;Food;BICARBONATO DE SODIO; 4,700 
4592454000208460000;LECHE ENTERA;Food;LECHE ENTERA; 4,700 
4592454000226380000;cotizacion noviembre;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 4,698 
4592454000213390000;ACIDO ACETICO-SEPTIEMBRE;Food;ACIDO ACETICO FG; 4,650 
4592454000179730000;LECHE DESCREMADA;Food;LECHE DESCREMADA; 4,650 
4592454000225340000;ACETICO NOVIEMBRE;Food;ACIDO ACETICO FG; 4,650 
4592454000290680000;REQ 08 AGOSTO;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 4,640 
4592454000240100000;PETAMO GHY 441_ENERO_IBEROPLAST;Kluber Liviano;KL OTROS; 4,625 
4592454000292850000;COT. SETIEMBRE LABRADOR;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 4,600 
4592454000258650000;Campaña 2025 - 2 -AGR. WIDOK;SUR CHICO AGRO;ACIDO FOSFORICO FG; 4,568 
4592454000224160000;UNISILKON_OCTUBRE_LEOBUR;Kluber Liviano;KL TEXTIL; 4,560 
4592454000256410000;STABUTHERM GH 461 (180 KG)_SP_MARZO;Kluber Liviano;KL ALIMENT Y BEBID; 4,500 
4592454000205460000;KLUBER REQUERIMIENTOS_JULIO_OREGON;Kluber Liviano;KL OTROS; 4,500 
4592454000181260000;KLUBERFOOD NH1 CH 6-120_2024;Kluber Liviano;KL ALIMENT Y BEBID; 4,500 
4592454000213800000;REQUERIMIENTO SETIEMBRE -adiccional;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 4,500 
4592454000226380000;cotizacion noviembre;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 4,420 
4592454000168630000;LECHE ENTERA;Food;LECHE ENTERA; 4,400 
4592454000219420000;Atención Nitrato de Calcio;SUR GRANDE AGRO;NITRATO DE CALCIO SOLUBLE; 4,400 
4592454000449260000;BICARBONATO 12.5 TM MARZO;Food;BICARBONATO DE SODIO; 4,375 
4592454000211580000;ALTERNATIVO GEM 4 (EG 4)_CHIHUACO;Kluber Liviano;KL OTROS; 4,368 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;FOSFATO MONOAMONICO SOLUBLE; 4,350 
4592454000238270000;COTIZACION ENERO;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 4,285 
4592454000304540000;Magroplex - Enero 26;SUR MEDIO AGRO;NPK GRANULADO; 4,250 
4592454000213350000;requerimiento de solubles - octubre;SUR GRANDE AGRO;NITRATO DE AMONIO; 4,240 
4592454000226380000;cotizacion 2 semestre;SUR MEDIO AGRO;FOSFATO MONOPOTASICO; 4,240 
4592454000299300000;Requerimiento octubre;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 4,200 
4592454000277520000;ASPARTAME 2026;Food;ASPARTAME; 4,200 
4592454000432630000;BICARBONATO ENERO;Food;BICARBONATO DE SODIO; 4,200 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 4,169 
4592454000186910000;SODA PERLAS - MAYO24- 5 TM - 825/TM - CEMM CONSULTORES S.A.C.;Textil;SODA CAUSTICA PERLAS; 4,125 
4592454000264620000;SGM + SOP;SUR GRANDE AGRO;SULFATO DE POTASIO SOLUBLE; 4,100 
4592454000180350000;GELATINA GELNEX;Food;GELATINA 280; 4,095 
4592454000226380000;cotizacion noviembre;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 4,050 
4592454000285310000;Req. Julio . - Agr. Santa Lucía/Doña Luisa;SUR CHICO AGRO;SULFATO DE POTASIO SOLUBLE; 4,004 
4592454000246360000;CONSUMO_KLUBERFOOD NH1 94-402 _EMBOTELLADORA SAN MIGUEL DEL SUR S.A.C.;Kluber Liviano;KL ALIMENT Y BEBID; 4,000 
4592454000290680000;REQ 08 AGOSTO;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 3,968 
4592454000259350000;TRIPOLIFOSFATO DE SODIO - 3 TM . MARZO - MAQUIMSA S A;Textil;TRIPOLIFOSFATO DE SODIO; 3,945 
4592454000284610000;Previsión SMg Mono Sept. - Agrs. San Cristobal;SUR CHICO AGRO;SULFATO DE MAGNESIO MONO; 3,940 
4592454000258360000;ACIDO ACETICO MARZO- ABRIL;Food;ACIDO ACETICO FG; 3,900 
4592454000244420000;Map - Npk;CENTRO;FOSFATO MONOAMONICO SOLUBLE; 3,900 
4592454000425720000;NPK SOLUBLES;SUR GRANDE AGRO;NPK SOLUBLE; 3,900 
4592454000296330000;BICARBONATO 10 TM;Food;BICARBONATO DE SODIO; 3,890 
4592454000170570000;SODA CAUSTICA PERLAS -MARZO - 4 TM;Textil;SODA CAUSTICA PERLAS; 3,840 
4592454000268140000;COTIZACION DE MAYO;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 3,825 
4592454000258650000;Campaña 2025 - 2 -AGR. WIDOK;SUR CHICO AGRO;MICRONUTRIENTES; 3,800 
4592454000178100000;SAM - ABRIL - AB. VIVOS;CENTRO;SULFATO DE AMONIO ESTANDAR; 3,800 
4592454000279430000;NK - 8TM;NORTE MEDIO AGRO;NITRATO DE MAGNESIO; 3,760 
4592454000225000000;cotizacion nov - dic;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 3,750 
4592454000173670000;Mix fertilizantes - MARZO;CENTRO;FOSFATO MONOAMONICO SOLUBLE; 3,750 
4592454000226380000;cotizacion noviembre;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 3,750 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;SULFATO DE POTASIO SOLUBLE; 3,673 
4592454000238270000;COTIZACION POS COSECHA;SUR MEDIO AGRO;NITRATO DE MAGNESIO; 3,624 
4592454000275330000;Licitacion anual;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 3,611 
4592454000252860000;Propuesta Solumax - AGRÍCOLA ARONA;SUR CHICO AGRO;NPK SOLUBLE; 3,605 
4592454000181970000;ACIDO ACETICO LOTTE (AGO 24) - 3TM;Food;ACIDO ACETICO FG; 3,600 
4592454000159980000;KLUBERSYNTH GH 6-320 (1 ENVASE = 20 LTS)_MONDELEZ;Kluber Liviano;KL OTROS; 3,600 
4592454000164040000;KLUBERPLEX BEM 41-132 (1 ENVASE = 400GRS);Kluber Liviano;KL OTROS; 3,600 
4592454000213750000;requerimiento setiembre;CENTRO;SULFATO DE MAGNESIO HEPTA; 3,600 
